2010	203.0	143.5	113.6	2.7	462.9
2011	263.7	147.2	100.4	3.6	514.0
2012	304.0	149.9	132.2	3.3	589.5
2013	300.0	132.8	119.1	1.7	553.6
2014	262.4	124.1	104.2	1.1	491.9
2015	147.3	119.2	83.6	1.5	351.5
2016	110.2	132.8	56.7	2.2	301.9
2017	153.5	136.2	65.2	2.7	357.6
2018	195.3	167.4	106.0	3.0	471.7
2019	134.2	124.8	51.0	2.2	312.2
2020	90.4	52.5	36.9	1.7	181.5
